Team,Opponent,Team_Score,Opponent_Score
ATLETICO MADRID,REAL SOCIEDAD,1.0,0.0
BARCELONA,SEVILLA,3.0,0.0
DEPORTIVO LA CORUNA,GRANADA CF,0.0,0.0
SPORTING GIJON,MALAGA,0.0,1.0
ALAVES,OSASUNA,0.0,1.0
LEGANES,REAL MADRID,2.0,4.0
EIBAR,LAS PALMAS,3.0,1.0
VALENCIA,CELTA VIGO,3.0,2.0
VILLARREAL,ATHLETIC BILBAO,3.0,1.0
ESPANYOL,ALAVES,1.0,0.0
REAL MADRID,ATLETICO MADRID,1.0,1.0
SEVILLA,DEPORTIVO LA CORUNA,4.0,2.0
MALAGA,BARCELONA,2.0,0.0
GRANADA CF,VALENCIA,1.0,3.0
CELTA VIGO,EIBAR,0.0,2.0
OSASUNA,LEGANES,2.0,1.0
LAS PALMAS,BETIS,4.0,1.0
REAL SOCIEDAD,SPORTING GIJON,3.0,1.0
ATHLETIC BILBAO,LAS PALMAS,5.0,1.0
DEPORTIVO LA CORUNA,MALAGA,2.0,0.0
SPORTING GIJON,REAL MADRID,2.0,3.0
ATLETICO MADRID,OSASUNA,3.0,0.0
BARCELONA,REAL SOCIEDAD,3.0,2.0
LEGANES,ESPANYOL,0.0,1.0
VALENCIA,SEVILLA,0.0,0.0
BETIS,EIBAR,2.0,0.0
GRANADA CF,CELTA VIGO,0.0,3.0
ALAVES,VILLARREAL,2.0,1.0
SEVILLA,GRANADA CF,2.0,0.0
MALAGA,VALENCIA,2.0,0.0
VILLARREAL,LEGANES,2.0,1.0
OSASUNA,SPORTING GIJON,2.0,2.0
ESPANYOL,ATLETICO MADRID,0.0,1.0
REAL SOCIEDAD,DEPORTIVO LA CORUNA,1.0,0.0
CELTA VIGO,BETIS,0.0,1.0
LAS PALMAS,ALAVES,1.0,1.0
REAL MADRID,BARCELONA,2.0,3.0
EIBAR,ATHLETIC BILBAO,0.0,1.0
SPORTING GIJON,ESPANYOL,1.0,1.0
GRANADA CF,MALAGA,0.0,2.0
ATLETICO MADRID,VILLARREAL,0.0,1.0
BARCELONA,OSASUNA,7.0,1.0
LEGANES,LAS PALMAS,3.0,0.0
VALENCIA,REAL SOCIEDAD,2.0,3.0
DEPORTIVO LA CORUNA,REAL MADRID,2.0,6.0
ALAVES,EIBAR,0.0,0.0
SEVILLA,CELTA VIGO,2.0,1.0
ATHLETIC BILBAO,BETIS,2.0,1.0
VILLARREAL,SPORTING GIJON,3.0,1.0
REAL SOCIEDAD,GRANADA CF,2.0,1.0
REAL MADRID,VALENCIA,2.0,1.0
LAS PALMAS,ATLETICO MADRID,0.0,5.0
ESPANYOL,BARCELONA,0.0,3.0
OSASUNA,DEPORTIVO LA CORUNA,2.0,2.0
BETIS,ALAVES,1.0,4.0
EIBAR,LEGANES,2.0,0.0
CELTA VIGO,ATHLETIC BILBAO,0.0,3.0
MALAGA,SEVILLA,4.0,2.0
SEVILLA,REAL SOCIEDAD,1.0,1.0
SPORTING GIJON,LAS PALMAS,1.0,0.0
ATLETICO MADRID,EIBAR,1.0,0.0
BARCELONA,VILLARREAL,4.0,1.0
GRANADA CF,REAL MADRID,0.0,4.0
ALAVES,ATHLETIC BILBAO,1.0,0.0
VALENCIA,OSASUNA,4.0,1.0
DEPORTIVO LA CORUNA,ESPANYOL,1.0,2.0
MALAGA,CELTA VIGO,3.0,0.0
LEGANES,BETIS,4.0,0.0
ESPANYOL,VALENCIA,0.0,1.0
OSASUNA,GRANADA CF,2.0,1.0
ALAVES,CELTA VIGO,3.0,1.0
REAL MADRID,SEVILLA,4.0,1.0
REAL SOCIEDAD,MALAGA,2.0,2.0
EIBAR,SPORTING GIJON,0.0,1.0
LAS PALMAS,BARCELONA,1.0,4.0
VILLARREAL,DEPORTIVO LA CORUNA,0.0,0.0
ATHLETIC BILBAO,LEGANES,1.0,1.0
BETIS,ATLETICO MADRID,1.0,1.0
CELTA VIGO,REAL MADRID,1.0,4.0
GRANADA CF,ESPANYOL,1.0,2.0
SPORTING GIJON,BETIS,2.0,2.0
LEGANES,ALAVES,1.0,1.0
DEPORTIVO LA CORUNA,LAS PALMAS,3.0,0.0
SEVILLA,OSASUNA,5.0,0.0
CELTA VIGO,REAL SOCIEDAD,2.0,2.0
VALENCIA,VILLARREAL,1.0,3.0
ATLETICO MADRID,ATHLETIC BILBAO,3.0,1.0
MALAGA,REAL MADRID,0.0,2.0
BARCELONA,EIBAR,4.0,2.0
LEGANES,ALAVES,1.0,0.0
VALENCIA,LAS PALMAS,1.0,0.0
CELTA VIGO,REAL SOCIEDAD,2.0,3.0
GIRONA,ATLETICO MADRID,2.0,2.0
SEVILLA,ESPANYOL,1.0,1.0
ATHLETIC BILBAO,GETAFE,0.0,0.0
BARCELONA,BETIS,2.0,0.0
DEPORTIVO LA CORUNA,REAL MADRID,0.0,3.0
LEVANTE,VILLARREAL,1.0,0.0
MALAGA,EIBAR,0.0,1.0
REAL SOCIEDAD,VILLARREAL,3.0,0.0
BETIS,CELTA VIGO,2.0,1.0
ALAVES,BARCELONA,0.0,2.0
GIRONA,MALAGA,1.0,0.0
LEVANTE,DEPORTIVO LA CORUNA,2.0,2.0
LAS PALMAS,ATLETICO MADRID,1.0,5.0
ESPANYOL,LEGANES,0.0,1.0
EIBAR,ATHLETIC BILBAO,0.0,1.0
GETAFE,SEVILLA,0.0,1.0
REAL MADRID,VALENCIA,2.0,2.0
LEGANES,GETAFE,1.0,2.0
REAL MADRID,LEVANTE,1.0,1.0
VALENCIA,ATLETICO MADRID,0.0,0.0
SEVILLA,EIBAR,3.0,0.0
BARCELONA,ESPANYOL,5.0,0.0
DEPORTIVO LA CORUNA,REAL SOCIEDAD,2.0,4.0
ATHLETIC BILBAO,GIRONA,2.0,0.0
CELTA VIGO,ALAVES,1.0,0.0
VILLARREAL,BETIS,3.0,1.0
MALAGA,LAS PALMAS,1.0,3.0
EIBAR,LEGANES,1.0,0.0
LEVANTE,VALENCIA,1.0,1.0
GETAFE,BARCELONA,1.0,2.0
BETIS,DEPORTIVO LA CORUNA,2.0,1.0
ATLETICO MADRID,MALAGA,1.0,0.0
ALAVES,VILLARREAL,0.0,3.0
GIRONA,SEVILLA,0.0,1.0
LAS PALMAS,ATHLETIC BILBAO,1.0,0.0
REAL SOCIEDAD,REAL MADRID,1.0,3.0
ESPANYOL,CELTA VIGO,2.0,1.0
VALENCIA,MALAGA,5.0,0.0
BARCELONA,EIBAR,6.0,1.0
ATHLETIC BILBAO,ATLETICO MADRID,1.0,2.0
LEGANES,GIRONA,0.0,0.0
DEPORTIVO LA CORUNA,ALAVES,1.0,0.0
SEVILLA,LAS PALMAS,1.0,0.0
REAL MADRID,BETIS,0.0,1.0
VILLARREAL,ESPANYOL,0.0,0.0
CELTA VIGO,GETAFE,1.0,1.0
LEVANTE,REAL SOCIEDAD,3.0,0.0
ATLETICO MADRID,SEVILLA,2.0,0.0
ALAVES,REAL MADRID,1.0,2.0
MALAGA,ATHLETIC BILBAO,3.0,3.0
GIRONA,BARCELONA,0.0,3.0
ESPANYOL,DEPORTIVO LA CORUNA,4.0,1.0
GETAFE,VILLARREAL,4.0,0.0
EIBAR,CELTA VIGO,0.0,4.0
LAS PALMAS,LEGANES,0.0,2.0
REAL SOCIEDAD,VALENCIA,2.0,3.0
BETIS,LEVANTE,4.0,0.0
CELTA VIGO,GIRONA,3.0,3.0
DEPORTIVO LA CORUNA,GETAFE,2.0,1.0
SEVILLA,MALAGA,2.0,0.0
LEVANTE,ALAVES,0.0,2.0
LEGANES,ATLETICO MADRID,0.0,0.0
REAL SOCIEDAD,BETIS,4.0,4.0
BARCELONA,LAS PALMAS,3.0,0.0
VALENCIA,ATHLETIC BILBAO,3.0,2.0
VILLARREAL,EIBAR,3.0,0.0
REAL MADRID,ESPANYOL,2.0,0.0
ESPANYOL,LEVANTE,0.0,0.0
ATHLETIC BILBAO,SEVILLA,1.0,0.0
GETAFE,REAL MADRID,1.0,2.0
ALAVES,REAL SOCIEDAD,0.0,2.0
ATLETICO MADRID,BARCELONA,1.0,1.0
EIBAR,DEPORTIVO LA CORUNA,0.0,0.0
GIRONA,VILLARREAL,1.0,2.0
MALAGA,LEGANES,0.0,2.0
BETIS,VALENCIA,3.0,6.0
LAS PALMAS,CELTA VIGO,2.0,5.0
LEVANTE,GETAFE,1.0,1.0
BETIS,ALAVES,2.0,0.0
VALENCIA,SEVILLA,4.0,0.0
BARCELONA,MALAGA,2.0,0.0
VILLARREAL,LAS PALMAS,4.0,0.0
CELTA VIGO,ATLETICO MADRID,0.0,1.0
LEGANES,ATHLETIC BILBAO,1.0,0.0
REAL MADRID,EIBAR,3.0,0.0
REAL SOCIEDAD,ESPANYOL,1.0,1.0
DEPORTIVO LA CORUNA,GIRONA,1.0,2.0
ALAVES,VALENCIA,1.0,2.0
ATLETICO MADRID,VILLARREAL,1.0,1.0
ATHLETIC BILBAO,BARCELONA,0.0,2.0
SEVILLA,LEGANES,2.0,1.0
GETAFE,REAL SOCIEDAD,2.0,1.0
GIRONA,REAL MADRID,2.0,1.0
EIBAR,LEVANTE,2.0,2.0
MALAGA,CELTA VIGO,2.0,1.0
ESPANYOL,BETIS,1.0,0.0
LAS PALMAS,DEPORTIVO LA CORUNA,1.0,3.0
BETIS,GETAFE,2.0,2.0
VALENCIA,LEGANES,3.0,0.0
DEPORTIVO LA CORUNA,ATLETICO MADRID,0.0,1.0
ALAVES,ESPANYOL,1.0,0.0
BARCELONA,SEVILLA,2.0,1.0
LEVANTE,GIRONA,1.0,2.0
CELTA VIGO,ATHLETIC BILBAO,3.0,1.0
REAL SOCIEDAD,EIBAR,3.0,1.0
VILLARREAL,MALAGA,2.0,0.0
REAL MADRID,LAS PALMAS,3.0,0.0
GIRONA,REAL SOCIEDAD,1.0,1.0
GETAFE,ALAVES,4.0,1.0
LEGANES,BARCELONA,0.0,3.0
SEVILLA,CELTA VIGO,2.0,1.0
ATLETICO MADRID,REAL MADRID,0.0,0.0
MALAGA,DEPORTIVO LA CORUNA,3.0,2.0
ESPANYOL,VALENCIA,0.0,2.0
LAS PALMAS,LEVANTE,0.0,2.0
ATHLETIC BILBAO,VILLARREAL,1.0,1.0
EIBAR,BETIS,5.0,0.0
CELTA VIGO,LEGANES,1.0,0.0
ALAVES,EIBAR,1.0,2.0
REAL MADRID,MALAGA,3.0,2.0
BETIS,GIRONA,2.0,2.0
LEVANTE,ATLETICO MADRID,0.0,5.0
DEPORTIVO LA CORUNA,ATHLETIC BILBAO,2.0,2.0
REAL SOCIEDAD,LAS PALMAS,2.0,2.0
VILLARREAL,SEVILLA,2.0,3.0
VALENCIA,BARCELONA,1.0,1.0
ESPANYOL,GETAFE,1.0,0.0
MALAGA,LEVANTE,0.0,0.0
BARCELONA,CELTA VIGO,2.0,2.0
ATLETICO MADRID,REAL SOCIEDAD,2.0,1.0
SEVILLA,DEPORTIVO LA CORUNA,2.0,0.0
ATHLETIC BILBAO,REAL MADRID,0.0,0.0
LEGANES,VILLARREAL,3.0,1.0
GETAFE,VALENCIA,1.0,0.0
EIBAR,ESPANYOL,3.0,1.0
LAS PALMAS,BETIS,1.0,0.0
GIRONA,ALAVES,2.0,3.0
ALAVES,LAS PALMAS,2.0,0.0
GETAFE,EIBAR,0.0,0.0
REAL MADRID,SEVILLA,5.0,0.0
DEPORTIVO LA CORUNA,LEGANES,1.0,0.0
VALENCIA,CELTA VIGO,2.0,1.0
REAL SOCIEDAD,MALAGA,0.0,2.0
BETIS,ATLETICO MADRID,0.0,1.0
LEVANTE,ATHLETIC BILBAO,1.0,2.0
VILLARREAL,BARCELONA,0.0,2.0
ESPANYOL,GIRONA,0.0,1.0
SEVILLA,LEVANTE,0.0,0.0
ATHLETIC BILBAO,REAL SOCIEDAD,0.0,0.0
EIBAR,VALENCIA,2.0,1.0
ATLETICO MADRID,ALAVES,1.0,0.0
GIRONA,GETAFE,1.0,0.0
CELTA VIGO,VILLARREAL,0.0,1.0
LAS PALMAS,ESPANYOL,2.0,2.0
BARCELONA,DEPORTIVO LA CORUNA,4.0,0.0
MALAGA,BETIS,0.0,2.0
LEVANTE,LEGANES,0.0,0.0
GETAFE,LAS PALMAS,2.0,0.0
REAL SOCIEDAD,SEVILLA,3.0,1.0
EIBAR,GIRONA,4.0,1.0
ALAVES,MALAGA,1.0,0.0
BETIS,ATHLETIC BILBAO,0.0,2.0
ESPANYOL,ATLETICO MADRID,1.0,0.0
REAL MADRID,BARCELONA,0.0,3.0
VALENCIA,VILLARREAL,0.0,1.0
DEPORTIVO LA CORUNA,CELTA VIGO,1.0,3.0
ATLETICO MADRID,GETAFE,2.0,0.0
VALENCIA,GIRONA,2.0,1.0
LAS PALMAS,EIBAR,1.0,2.0
SEVILLA,BETIS,3.0,5.0
LEGANES,REAL SOCIEDAD,1.0,0.0
BARCELONA,LEVANTE,3.0,0.0
ATHLETIC BILBAO,ALAVES,2.0,0.0
VILLARREAL,DEPORTIVO LA CORUNA,1.0,1.0
CELTA VIGO,REAL MADRID,2.0,2.0
MALAGA,ESPANYOL,0.0,1.0
GETAFE,MALAGA,1.0,0.0
GIRONA,LAS PALMAS,6.0,0.0
REAL MADRID,VILLARREAL,0.0,1.0
EIBAR,ATLETICO MADRID,0.0,1.0
DEPORTIVO LA CORUNA,VALENCIA,1.0,2.0
LEVANTE,CELTA VIGO,0.0,1.0
ALAVES,SEVILLA,1.0,0.0
ESPANYOL,ATHLETIC BILBAO,1.0,1.0
REAL SOCIEDAD,BARCELONA,2.0,4.0
BETIS,LEGANES,3.0,2.0
GETAFE,ATHLETIC BILBAO,2.0,2.0
ESPANYOL,SEVILLA,0.0,3.0
ATLETICO MADRID,GIRONA,1.0,1.0
VILLARREAL,LEVANTE,2.0,1.0
LAS PALMAS,VALENCIA,2.0,1.0
ALAVES,LEGANES,2.0,2.0
REAL MADRID,DEPORTIVO LA CORUNA,7.0,1.0
REAL SOCIEDAD,CELTA VIGO,1.0,2.0
BETIS,BARCELONA,0.0,5.0
EIBAR,MALAGA,1.0,1.0
ATHLETIC BILBAO,EIBAR,1.0,1.0
DEPORTIVO LA CORUNA,LEVANTE,2.0,2.0
VALENCIA,REAL MADRID,1.0,4.0
MALAGA,GIRONA,0.0,0.0
VILLARREAL,REAL SOCIEDAD,4.0,2.0
LEGANES,ESPANYOL,3.0,2.0
ATLETICO MADRID,LAS PALMAS,3.0,0.0
SEVILLA,GETAFE,1.0,1.0
BARCELONA,ALAVES,2.0,1.0
CELTA VIGO,BETIS,3.0,2.0
REAL SOCIEDAD,DEPORTIVO LA CORUNA,5.0,0.0
EIBAR,SEVILLA,5.0,1.0
BETIS,VILLARREAL,2.0,1.0
ALAVES,CELTA VIGO,2.0,1.0
LEVANTE,REAL MADRID,2.0,2.0
GETAFE,LEGANES,0.0,0.0
ESPANYOL,BARCELONA,1.0,1.0
GIRONA,ATHLETIC BILBAO,2.0,0.0
ATLETICO MADRID,VALENCIA,1.0,0.0
LAS PALMAS,MALAGA,1.0,0.0
ATHLETIC BILBAO,LAS PALMAS,0.0,0.0
VILLARREAL,ALAVES,1.0,2.0
MALAGA,ATLETICO MADRID,0.0,1.0
LEGANES,EIBAR,0.0,1.0
REAL MADRID,REAL SOCIEDAD,5.0,2.0
SEVILLA,GIRONA,1.0,0.0
BARCELONA,GETAFE,0.0,0.0
CELTA VIGO,ESPANYOL,2.0,2.0
VALENCIA,LEVANTE,3.0,1.0
DEPORTIVO LA CORUNA,BETIS,0.0,1.0
GIRONA,LEGANES,3.0,0.0
LAS PALMAS,SEVILLA,1.0,2.0
EIBAR,BARCELONA,0.0,2.0
ALAVES,DEPORTIVO LA CORUNA,1.0,0.0
MALAGA,VALENCIA,1.0,2.0
REAL SOCIEDAD,LEVANTE,3.0,0.0
ATLETICO MADRID,ATHLETIC BILBAO,2.0,0.0
ESPANYOL,VILLARREAL,1.0,1.0
BETIS,REAL MADRID,3.0,5.0
GETAFE,CELTA VIGO,3.0,0.0
LEGANES,REAL MADRID,1.0,3.0
DEPORTIVO LA CORUNA,ESPANYOL,0.0,0.0
CELTA VIGO,EIBAR,2.0,0.0
REAL MADRID,ALAVES,4.0,0.0
LEGANES,LAS PALMAS,0.0,0.0
BARCELONA,GIRONA,6.0,1.0
VILLARREAL,GETAFE,1.0,0.0
ATHLETIC BILBAO,MALAGA,2.0,1.0
VALENCIA,REAL SOCIEDAD,2.0,1.0
SEVILLA,ATLETICO MADRID,2.0,5.0
LEVANTE,BETIS,0.0,2.0
ESPANYOL,REAL MADRID,1.0,0.0
GIRONA,CELTA VIGO,1.0,0.0
ATHLETIC BILBAO,VALENCIA,1.0,1.0
MALAGA,SEVILLA,0.0,1.0
GETAFE,DEPORTIVO LA CORUNA,3.0,0.0
ATLETICO MADRID,LEGANES,4.0,0.0
EIBAR,VILLARREAL,1.0,0.0
BETIS,REAL SOCIEDAD,0.0,0.0
LAS PALMAS,BARCELONA,1.0,1.0
ALAVES,LEVANTE,1.0,0.0
VILLARREAL,GIRONA,0.0,2.0
SEVILLA,ATHLETIC BILBAO,2.0,0.0
DEPORTIVO LA CORUNA,EIBAR,1.0,1.0
LEGANES,MALAGA,2.0,0.0
REAL MADRID,GETAFE,3.0,1.0
LEVANTE,ESPANYOL,1.0,1.0
BARCELONA,ATLETICO MADRID,1.0,0.0
REAL SOCIEDAD,ALAVES,2.0,1.0
VALENCIA,BETIS,2.0,0.0
CELTA VIGO,LAS PALMAS,2.0,1.0
GIRONA,DEPORTIVO LA CORUNA,2.0,0.0
EIBAR,REAL MADRID,1.0,2.0
SEVILLA,VALENCIA,0.0,2.0
GETAFE,LEVANTE,0.0,1.0
MALAGA,BARCELONA,0.0,2.0
ESPANYOL,REAL SOCIEDAD,2.0,1.0
ATLETICO MADRID,CELTA VIGO,3.0,0.0
LAS PALMAS,VILLARREAL,0.0,2.0
ATHLETIC BILBAO,LEGANES,2.0,0.0
ALAVES,BETIS,1.0,3.0
LEVANTE,EIBAR,2.0,1.0
DEPORTIVO LA CORUNA,LAS PALMAS,1.0,1.0
VALENCIA,ALAVES,3.0,1.0
REAL SOCIEDAD,GETAFE,1.0,2.0
BETIS,ESPANYOL,3.0,0.0
LEGANES,SEVILLA,2.0,1.0
BARCELONA,ATHLETIC BILBAO,2.0,0.0
VILLARREAL,ATLETICO MADRID,2.0,1.0
CELTA VIGO,MALAGA,0.0,0.0
REAL MADRID,GIRONA,6.0,3.0
GIRONA,LEVANTE,1.0,1.0
ATHLETIC BILBAO,CELTA VIGO,1.0,1.0
LAS PALMAS,REAL MADRID,0.0,3.0
SEVILLA,BARCELONA,2.0,2.0
ESPANYOL,ALAVES,0.0,0.0
LEGANES,VALENCIA,0.0,1.0
MALAGA,VILLARREAL,1.0,0.0
EIBAR,REAL SOCIEDAD,0.0,0.0
ATLETICO MADRID,DEPORTIVO LA CORUNA,1.0,0.0
GETAFE,BETIS,0.0,1.0
DEPORTIVO LA CORUNA,MALAGA,3.0,2.0
ALAVES,GETAFE,2.0,0.0
CELTA VIGO,SEVILLA,4.0,0.0
BETIS,EIBAR,2.0,0.0
BARCELONA,LEGANES,3.0,1.0
LEVANTE,LAS PALMAS,2.0,1.0
REAL MADRID,ATLETICO MADRID,1.0,1.0
REAL SOCIEDAD,GIRONA,5.0,0.0
VALENCIA,ESPANYOL,1.0,0.0
VILLARREAL,ATHLETIC BILBAO,1.0,3.0
GIRONA,BETIS,0.0,1.0
SEVILLA,VILLARREAL,2.0,2.0
BARCELONA,VALENCIA,2.0,1.0
LEGANES,CELTA VIGO,1.0,0.0
LAS PALMAS,REAL SOCIEDAD,0.0,1.0
ATHLETIC BILBAO,DEPORTIVO LA CORUNA,2.0,3.0
EIBAR,ALAVES,0.0,1.0
ATLETICO MADRID,LEVANTE,3.0,0.0
GETAFE,ESPANYOL,1.0,0.0
MALAGA,REAL MADRID,1.0,2.0
DEPORTIVO LA CORUNA,SEVILLA,0.0,0.0
CELTA VIGO,BARCELONA,2.0,2.0
VILLARREAL,LEGANES,2.0,1.0
ESPANYOL,EIBAR,0.0,1.0
VALENCIA,GETAFE,1.0,2.0
REAL MADRID,ATHLETIC BILBAO,1.0,1.0
REAL SOCIEDAD,ATLETICO MADRID,3.0,0.0
ALAVES,GIRONA,1.0,2.0
LEVANTE,MALAGA,1.0,0.0
BETIS,LAS PALMAS,1.0,0.0
LEGANES,DEPORTIVO LA CORUNA,0.0,0.0
EIBAR,GETAFE,0.0,1.0
CELTA VIGO,VALENCIA,1.0,1.0
GIRONA,ESPANYOL,0.0,2.0
MALAGA,REAL SOCIEDAD,2.0,0.0
LAS PALMAS,ALAVES,0.0,4.0
ATLETICO MADRID,BETIS,0.0,0.0
ATHLETIC BILBAO,LEVANTE,1.0,3.0
LEVANTE,SEVILLA,2.0,1.0
ESPANYOL,LAS PALMAS,1.0,1.0
REAL SOCIEDAD,ATHLETIC BILBAO,3.0,1.0
REAL MADRID,LEGANES,2.0,1.0
VILLARREAL,CELTA VIGO,4.0,1.0
GETAFE,GIRONA,1.0,1.0
ALAVES,ATLETICO MADRID,0.0,1.0
VALENCIA,EIBAR,0.0,0.0
DEPORTIVO LA CORUNA,BARCELONA,2.0,4.0
BETIS,MALAGA,2.0,1.0
SEVILLA,REAL SOCIEDAD,1.0,0.0
GIRONA,EIBAR,1.0,4.0
ATHLETIC BILBAO,BETIS,2.0,0.0
CELTA VIGO,DEPORTIVO LA CORUNA,1.0,1.0
VILLARREAL,VALENCIA,1.0,0.0
MALAGA,ALAVES,0.0,3.0
ATLETICO MADRID,ESPANYOL,0.0,2.0
LAS PALMAS,GETAFE,0.0,1.0
BARCELONA,REAL MADRID,2.0,2.0
LEGANES,LEVANTE,0.0,3.0
BARCELONA,VILLARREAL,5.0,1.0
SEVILLA,REAL MADRID,3.0,2.0
REAL SOCIEDAD,LEGANES,3.0,2.0
GETAFE,ATLETICO MADRID,0.0,1.0
BETIS,SEVILLA,2.0,2.0
DEPORTIVO LA CORUNA,VILLARREAL,2.0,4.0
ALAVES,ATHLETIC BILBAO,3.0,1.0
EIBAR,LAS PALMAS,1.0,0.0
GIRONA,VALENCIA,0.0,1.0
REAL MADRID,CELTA VIGO,6.0,0.0
ESPANYOL,MALAGA,4.0,1.0
LEVANTE,BARCELONA,5.0,4.0
CELTA VIGO,LEVANTE,4.0,2.0
LEGANES,BETIS,3.0,2.0
SEVILLA,ALAVES,1.0,0.0
MALAGA,GETAFE,0.0,1.0
LAS PALMAS,GIRONA,1.0,2.0
VILLARREAL,REAL MADRID,2.0,2.0
VALENCIA,DEPORTIVO LA CORUNA,2.0,1.0
ATHLETIC BILBAO,ESPANYOL,0.0,1.0
ATLETICO MADRID,EIBAR,2.0,2.0
BARCELONA,REAL SOCIEDAD,1.0,0.0
GIRONA,VALLADOLID,0.0,0.0
BETIS,LEVANTE,0.0,3.0
CELTA VIGO,ESPANYOL,1.0,1.0
VILLARREAL,REAL SOCIEDAD,1.0,2.0
BARCELONA,ALAVES,3.0,0.0
EIBAR,HUESCA,1.0,2.0
RAYO VALLECANO,SEVILLA,1.0,4.0
REAL MADRID,GETAFE,2.0,0.0
VALENCIA,ATLETICO MADRID,1.0,1.0
ATHLETIC BILBAO,LEGANES,2.0,1.0
GETAFE,EIBAR,2.0,0.0
LEGANES,REAL SOCIEDAD,2.0,2.0
ALAVES,BETIS,0.0,0.0
ATLETICO MADRID,RAYO VALLECANO,1.0,0.0
VALLADOLID,BARCELONA,0.0,1.0
ESPANYOL,VALENCIA,2.0,0.0
SEVILLA,VILLARREAL,0.0,0.0
GIRONA,REAL MADRID,1.0,4.0
LEVANTE,CELTA VIGO,1.0,2.0
ATHLETIC BILBAO,HUESCA,2.0,2.0
GETAFE,VALLADOLID,0.0,0.0
VILLARREAL,GIRONA,0.0,1.0
EIBAR,REAL SOCIEDAD,2.0,1.0
CELTA VIGO,ATLETICO MADRID,2.0,0.0
REAL MADRID,LEGANES,4.0,1.0
LEVANTE,VALENCIA,2.0,2.0
ALAVES,ESPANYOL,2.0,1.0
BARCELONA,HUESCA,8.0,2.0
BETIS,SEVILLA,1.0,0.0
HUESCA,RAYO VALLECANO,0.0,1.0
ATLETICO MADRID,EIBAR,1.0,1.0
REAL SOCIEDAD,BARCELONA,1.0,2.0
VALENCIA,BETIS,0.0,0.0
ATHLETIC BILBAO,REAL MADRID,1.0,1.0
LEGANES,VILLARREAL,0.0,1.0
ESPANYOL,LEVANTE,1.0,0.0
VALLADOLID,ALAVES,0.0,1.0
SEVILLA,GETAFE,0.0,2.0
GIRONA,CELTA VIGO,3.0,2.0
HUESCA,REAL SOCIEDAD,0.0,1.0
RAYO VALLECANO,ALAVES,1.0,5.0
EIBAR,LEGANES,1.0,0.0
CELTA VIGO,VALLADOLID,3.0,3.0
GETAFE,ATLETICO MADRID,0.0,2.0
REAL MADRID,ESPANYOL,1.0,0.0
LEVANTE,SEVILLA,2.0,6.0
VILLARREAL,VALENCIA,0.0,0.0
BETIS,ATHLETIC BILBAO,2.0,2.0
BARCELONA,GIRONA,2.0,2.0
ESPANYOL,EIBAR,1.0,0.0
REAL SOCIEDAD,RAYO VALLECANO,2.0,2.0
ATLETICO MADRID,HUESCA,3.0,0.0
LEGANES,BARCELONA,2.0,1.0
ATHLETIC BILBAO,VILLARREAL,0.0,3.0
SEVILLA,REAL MADRID,3.0,0.0
VALENCIA,CELTA VIGO,1.0,1.0
VALLADOLID,LEVANTE,2.0,1.0
ALAVES,GETAFE,1.0,1.0
GIRONA,BETIS,0.0,1.0
RAYO VALLECANO,ESPANYOL,2.0,2.0
REAL SOCIEDAD,VALENCIA,0.0,1.0
BARCELONA,ATHLETIC BILBAO,1.0,1.0
EIBAR,SEVILLA,1.0,3.0
REAL MADRID,ATLETICO MADRID,0.0,0.0
HUESCA,GIRONA,1.0,1.0
VILLARREAL,VALLADOLID,0.0,1.0
LEVANTE,ALAVES,2.0,1.0
BETIS,LEGANES,1.0,0.0
CELTA VIGO,GETAFE,1.0,1.0
ATHLETIC BILBAO,REAL SOCIEDAD,1.0,3.0
GIRONA,EIBAR,2.0,3.0
GETAFE,LEVANTE,0.0,1.0
ALAVES,REAL MADRID,1.0,0.0
LEGANES,RAYO VALLECANO,1.0,0.0
VALLADOLID,HUESCA,1.0,0.0
ATLETICO MADRID,BETIS,1.0,0.0
ESPANYOL,VILLARREAL,3.0,1.0
SEVILLA,CELTA VIGO,2.0,1.0
VALENCIA,BARCELONA,1.0,1.0
CELTA VIGO,ALAVES,0.0,1.0
REAL MADRID,LEVANTE,1.0,2.0
VALENCIA,LEGANES,1.0,1.0
VILLARREAL,ATLETICO MADRID,1.0,1.0
BARCELONA,SEVILLA,4.0,2.0
RAYO VALLECANO,GETAFE,1.0,2.0
EIBAR,ATHLETIC BILBAO,1.0,1.0
HUESCA,ESPANYOL,0.0,2.0
BETIS,VALLADOLID,0.0,1.0
REAL SOCIEDAD,GIRONA,0.0,0.0
RAYO VALLECANO,ATHLETIC BILBAO,1.0,1.0
VALLADOLID,ESPANYOL,1.0,1.0
GIRONA,RAYO VALLECANO,2.0,1.0
ATHLETIC BILBAO,VALENCIA,0.0,0.0
CELTA VIGO,EIBAR,4.0,0.0
LEVANTE,LEGANES,2.0,0.0
ATLETICO MADRID,REAL SOCIEDAD,2.0,0.0
GETAFE,BETIS,2.0,0.0
BARCELONA,REAL MADRID,5.0,1.0
ALAVES,VILLARREAL,2.0,1.0
SEVILLA,HUESCA,2.0,1.0
LEGANES,ATLETICO MADRID,1.0,1.0
REAL MADRID,VALLADOLID,2.0,0.0
VALENCIA,GIRONA,0.0,1.0
RAYO VALLECANO,BARCELONA,2.0,3.0
EIBAR,ALAVES,2.0,1.0
VILLARREAL,LEVANTE,1.0,1.0
